,Review ratings,Review title,Review
17,4,Good but chose it carefully.,"The product is good overall..1, Battery : The battery life is best. It really gives 10 hours charge with 10 minutes charge. It has fast charging facility. For battery, there is nothing to worry.2, Sound and bass: It has high bass..But I personally don't like it for the bass. If you are a music lover, you can feel the vocals and other instrumental sound are slightly distorted for the bass, I say slightly, not so high .If you want a balanced audio stay away from it, or you can use the regular edition. But if you are a bass lover, thats a perfect option for you. And I feel a little crack audio while listening to music. That's can be for my phone problem, because, when I connect it with my laptop, there is no such problem. So, I think to return it.  There is no quick switch option in the bass edition.  That may be helpful for you to buying it."
18,5,Super product,"Nice sound amazing productSo coming from a quality wired earphones to this neck band (RIP headphone jack) this wireless band cant bridge that gap.PROS-Awesome battery life,Great quick switch functionality (not available in BASE EDITION, great job one plus marketing team),Quality phone calls (get it immediately of u spend long time in meetings or calls) WFH Fever,Type C and fast charge (minor but still its there)Even the band to ear bud wire length is different.. had difficulty in position with my shirt collar. BASE EDITION legth is not enought. Stupid company. Had to return Bass Edition due to removal of quick switch and reduced ear cord length.CONS--Music will become less enjoyable so buyer beware,BASE EDITION-Music does feel good but one plus cleverly REMOVED the QUICK SWITCH and even positioned the MICROPHONE on the neck band directly while in NORMAL EDITION it used to be on the control island thingy with volume.Any physical changes must be highlighted. Guess one plus no longer enthusiast brand."
19,3,Good product with limitations,"I like the prduct due to its sound quality and the amout of noise cancellation that it provides at this price point.However, online meetings at laptops and computers revealed an potential issue with this. If you are infront of the laptop (may be within 2-3 feet) other will not notice any issue. As soon as you move beyond that you are not audible or your voice will decrease significantly for others in the call, forcing you to maintain the very small radius. This negates the purpose of having  Bluetooth headphones.So, for cellphone its ok but for office meetings you will face issues."
20,3,"Not up to the name, Not for bass lovers","I purchased it as its one plus brand, connectivity is good, calling is also nice, but if you are bass lover, you will be highly disappointed. Sometimes sound goes creepy as well. It looses the quality a bit. If there’s any return option I would like to return it.In the same price range you’ll get better neck bands."
21,2,Not a good experience,I purchased this for my poco X2 phone and the first was not connecting with my phone and if connects then disconnect automatically and will not connect again for hours then after restarting multiple times it will connect again so I went for replacement. I got replacement and there was no connectivity issue but when I am on call there is always some static background noise and it was so bad and loud that I had to return the product.
22,4,Best neck band under INR 3000/-,"Recently I had to retire my Jabra elite 25e after 3 years of usage, before that I used Samsung level u for 2 years. After a lot of research, I have ordered Blue Parrott M300XT which is a big disappointment for INR4300/- (Not from Amazon)No battery backup (2.5 hrs against claimed 14 hrs), faulty model, ear pain, heating issues, low volume.My gamble to try a new model has failed and instantly I had to look for a reliable neckband under INR 2000/- as I have already burnt my hands. Oh boy! Oneplus has not disappointed.Pros:-1. Instant pairing attach and detach2. Good environmental noise cancellation even at 60% volume3. Quick charging4. good range (This something very tough to comment)5. Detach to answer the call feature is great6. Comfortable earplugs (Jabra Elite25e and Samsung levelu I had ear fatigue)7.  Lightweight and adequate wire length.Cons:-1. Should have included a mute button (only jabra elite models have it)Verdict:- If you are looking for a no-fuss comfortable reliable neck band go for it.Oppo M31 has less battery and Real Me buds earplugs are big, Level U is bulky.So ONEPLUS BULLETS WIRELESS BASS Edition is an allrounder for INR 2000/-Don't expect a noise-cancelling mic like Poly Voyager 5200 it's made for different use case."
23,2,Not as Expected,"Sound, Bass and Noise Cancellation are excellent but the battery backup is not as mentioned in the production description so it's a wastage of money as it doesn't meet the expectations. I suggest all not to buy this product with the price of ₹1999. I also returned this after finishing the battery backup issue.This product worth only ₹700 not more. Microphone is also not working, sometimes it stops working in between."
24,5,Absolutely worth it!,"""Bass boosted"" is upto its name.Absolutely fantastic sound quality, noise cancellation etc, especially with a oneplus phone the compatibility is just amazing!With non OnePlus phones, experience might not be the best, all cool features don't work as well."
25,5,For 2000 can't complain,"It is the best under 2000 for calls, music and gaming but if you compare it with high end earbuds like Sony XB-WF700 then those will blow this out of water in sound quality and rich bass. In these bass is high sound quality is ok but in high end earbuds it's not crystal clear. Don't think that these sound crappy no no these sound good and for 2000 these are the best value for money."
26,2,Mic placement is not good,"Pros: Lightweight & Fast-chargingCons: Sound clarity, Bass, Microphone placement, Battery Backup& Build Quality.P.S. Earlier  non-bass edition was very good. This version is bad. I don’t recommend."
27,4,Buy without any second thought. Compatible with iPhone7 (Bluetooth V. 4.0),"Writing this review after using it for 15 days. I am using it by paired with iPhone7 and believe me it is one of the best neck band, I have found.iPhone7 has Bluetooth version 4.0 and in some reviews I read it is compatible with Bluetooth 5.0 and latest versions. But, I haven't yet faced any single issue related to connectivity or latency in voice.Hats off to its battery life. In 15 days I have charged it for twice only.I was very confused before buying it due to review I found here, but believe me and buy it without any second thought."
28,1,This was my worst choice ever.,"So, I replaced my original bullet wireless bass edition when I noticed this issue and to my surprise the new replacement had the same issue. I, then, replaced this second earphone too and the third one had the same problem again. OnePlus sent me new earphones in a sealed pack every time so I'm sure it was not the same piece.With this third piece I tried all the troubleshooting possible. From resetting the network setting to resetting my one plus 7 but nothing worked. This earphone was working all fine with other phones. I tried this with my friends Oneplus 7, hoping that it would not work, but it was working fine with his phone. Even other bluetooth earphones like Sony WI-C200, boat rockerz 335 etc are working fine with my phoneThe only possible answer is that only few devices has this wireless connectivity issue with bullets bass edition version. I cannot think of anything else.TL;DR There is no solution for this issue.Workaround I've purchased the one plus bullets normal version ( not the bass edition) and this earphone works flawlessly with my phone. tbh, the normal version is better than the bass edition becuase of the handy quick switch button and for the bass, its almost the same.I'd suggest all of you to get the normal version (not the bass edition) or any other bluetooth earphone you like."
29,5,Best in this range,Earphone built quality is excellent. It's comfortable to use. Not feeling any irritation on neck. I bought black colour it looks standard and perfect. Sound quality is impressive. Bass is superb. No problem in phone calling. I will recommend to buy it. Also OnePlus has history of durability. Satisfied with this purchase. With full charge it can used for 8-9 hours continues call. Mic quality is impressive during call.
30,1,Faulty product received,"I was order this product as birthday gift to my wife. I was order this 13 days before my wife's birthday. I received it within 3 days. After I keep it as it is in a safe place without  open this. On birthday I present it to wife. She is happy but after 1 day. She complaint me this product is faulty after That I tryed to return but Amazon's 10 day return policy is over so I contact to OnePlus service center. Service said to me first they test to this product for 3 days and then they deside to replace or not. I have no choice but want to say to OnePlus service center, ""this is a very bad customer service.""  Also in future I never buy OnePlus's any product. Good bye OnePlus."
31,3,"Decent Wireless earphones, surely not the best in the segment !","I am using this product for quite a few months now and here are some points I’d like to mention:Connectivity : Really good 👍 4/5 (no switch option avlb!)Comfy level: Very light 🍃 5/5Sound quality: Mids(3/5) | Highs(2/5) | Bass(1.5/5 - Extra bass my ass 😂)Battery: 3.5/5 Will easily last 5-6hr on heavy use.Overall experience: 2.5/5✅ Good for regular use if  sound/mic quality is not your concern.⚠️ Not recommended for audiophiles!⛔️ MAJOR CON 🥲: The product is defective, one may hear crackling sound from time to time specially while changing volume.Had returned the product and the new one was no different.Solution(Weird / Temporary):1> Change volume repeatedly  until sound input is totally gone 😂 and then simply forget the device and re-pair. This may  work for a few hrs.2> Get use to it 😂"
32,5,Good sound signature and ok call quality,"Sound signature is goodBalanced bass and good sound clarity2 day battery backup(4-5 hours of usage per day)Call quality is good but the environment noise is not reduced, even it picks up noise from 10ft away.There are sometime the headphone is not connecting to iPhone automatically but connects to laptop automatically."
33,5,Really love it!,"I have received a product with very good packing. As usual one plus box is beautifully designed for its customers. Here are some pros and consPros:- Premium Packaging- Bass and Trible quality is awesome- Elegant design- Stylish look- Quality is awesome wrt price- Quick pairing esp when you are using oneplus device- Supports Type C charger and quick chargingCons:- Should improve the wire quality of Right and left earphones- Should have provided the carrying pouchI really love this amazing product ! Can't expect oneplus would provide quality product with awesome sound quality at this price. Previously I have used Bose Soundsport, Galaxy buds+ Jabra 65T and out of all Bose Soundsport is one of the best headphones and Oneplus is now in that vision."
34,1,Damaged and used product,"This product doesn't even deserves one star , however , Amazon only allow us to provide minimum of one star.Excellent features provided by this product are listed below.1. USED PRODUCT(FOUND EAR WAX IN BUDS)2. DEFECTIVE PRODUCT3. PLENTY OF SCRATCHES(SEEMS LIKE USED  BY AN ANIMAL)4. THE EDGES ARE JOINED USING FEVIKWIK (  IT IS CLEARLY VISIBLE IN THE POSTED  IMAGE)5. THE BOX WAS TOREN BADLYENJOY SHOPING WITH AMAZON✌️🖕😏"
35,4,Good product after initial hiccups,"After receiving the earphone today, 1st impression of sound quality was bad as i was there was crackling sound when listening to YouTube video songs in Mackbook Pro. But when tried in Pixel phone, it was all clear. Tried in 2 other devices and audio was clear without any crackling noise. So it got clear that earphones are good, problem is in bluetooth in Macbook Pro which after reading some online resolution, got fixed (deleted bluetooth related .plist file from Library -> Preference folder and restarted the Mac). So now i am enjoying these lovely earphones. So far so good.Build quality is good. These are so light weight that one won't even notice that its around neck when worn for longer time. Switching devices is smooth even without dedicated switch button. Call quality is also Ok. Battery life not tested yet but fast charging really works. Wish they provided a longer USB-C cable, its very tiny."
36,1,Good,"Sound Quality: GoodConnectivity: not up to mark, looks like it's not Bluetooth V5Working great with OnePlus 6, qual quality too bad with poco F1Music quality good with all devices I useBattery n charging: GreatI'd go for Infinity 120 for connectivity ( I can connect two phones at the same time)For battery: OnePlus hands downNote: I've used both, I enjoyed infinity more for half the priceI had requested for replacement of my copy, Amazon didn't process my requestSad times"
37,3,Read this and buy,Product works fine. But there is some technical prob. In description they mentioned like we can pair with multiple devices and we can switch among them.  But that won't happen. We have to do that manually from ur connected device. And it won't switch. It get disconnect from the paired device then it will connect with another device.
38,4,"Good for calls, convenience and casual music listening. Not for critical music listener.",I expected better sound quality for such a price point. The build quality is good but sound did not do for me. The bass overshadowed the rest of the music due to which the sound seemed a bit muffled.Still I would recommend for the casual music listener but not to someone whose priority is sound quality and music detailing.
39,4,"Clear Sound with comfort , lacks Bass","Oneplus bullet wireless Z Bass Edition is really good product in terms of its sound quality and the kind of comfort that  its material provide is unique at this price point but what is disappointing overall is the BASS which is still not up to the mark as compared to other earphones in this price segment,  battery backup is good gives usage upto 14-15 hrs on 70% volume, connection is fine, you can go for it if you just need a  clear sound and Not if you're a music enthusiast.I'm giving this review after using it for 15 days"
40,1,"Not suitable for call ,total waste of money.. don't buy it","It works fine for music but whenever you want to make a call there is a cracking sound coming from it. I replaced one but the next one is also showing the same problem, they have managed to produce a damaged product , it's their in built fault and they are not going to fix it until and unless someone filled a complaint at consumer court and make them pay for their dishonest business.."
41,4,Everything is good except poor noise cancelation. Noise cancelation is very poor.,"Review after 2 months of use:1. Battary back up is good.2. Charging speed and feasibility to charge are good. 10-15 min charge can sustain your day.3. Connectivity with paired device is good, pairing is fast.4. Switching between 2 devices could have been better and fast.5. Call quality (Specially the noise cancelation) is worst and of very poor quality. It won't cancel any noise and any environmental noise and background voice will always be very loud and hearable at the other end of call.If calling is not the purpose then it will be very good choice to buy."
42,3,"😭Not worth money spent 🚫, Don't Buy ❌","Sound Quality - 3/5Bass - 3/5Battery life - 5/5Charging speed - 5/5Call quality - 5/5Comfortable - 4/5Overall : 3/5 Not as expected 😥(Can't Return it, if it'd be possible would buy Boat 255 pro plus, But😭)Overall Okay okay, product. Not Really liked as, it is overpromoted by reviews and youtubers 🤮.[Have already boat 900 wired 😘😍 which is one of the best in the market and comparing OnePlus z bass edition to boat 900 is like - Boat 900 😍 is thousands time better in sound quality than OnePlus Z bass edition👎]Conclusion : Not worth two thousand rupees. It sounds like Boults ( 250rs )basic wired earphones😒Advice for the new buyer : if you want to listen to music (like feel) and going to watch movies or series with these, don't buy this.❌"
43,5,Thanks to One+ for the innovation of this Z bass edition.,"1. It's really very light weight neckband, even you forget after few times that you have it on your neck.2. Balanced Sound quality and bass quality superb.3. Its build up quality superb.4. Noise cancellation really works superb in this neck band.5. Battery backup is also superb.Overall after 5 days experience I am completely satisfied and happy with this neckband.Thanks to One+ for the innovation of this Z bass edition."
44,1,MIC doesn't WORK,"Please don't buy this. This earphones mic doesn't work at all. I bought two and noticed it after a few weeks, sadly otherwise I would have returned it right away. I googled and found out that so many users are facing the same issue. Its like the microphone doesn't EXIST and that's not all there are these random popping/cracking noise while listening to music etc. Please don't buy this."
45,1,Weak bass treble nd noise cancellation,"Mic not work properly during callNoise cancellation very weakNot getting good sound outcome as relted to price comparisionBass also normal soft nd feel bass not come only simple hard one, treble ratio also not match properly relate to bass to enjoy musicDont go for it select any other"
46,1,Don't Buy This Product,Although the sound and bass is good - there is one MAJOR PROBLEM the headphone gets disconnected frequently (I'm using OnePlus Nord) and it's very irritating that every 5-10mins I need to reconnect headphone and my phone inbetween my calls or when I'm watching a movie. And now even exchange window has closed to add to my issue. My suggestion Don't Buy This Product
47,3,connection on/off system is pathetic,Magnet of both ear buds joints Bluetooth connection gets off means disconnects from device and when you separate it reconnect to the device but it takes some time and after using 5 days now its not reconnecting. I have to go to Bluetooth section and connect it again and again. I have factory reset it but same thing happening. When i have call i put buds in my ear and wait till its connect with my phone then i need receive call from phone of switch given on handsfree. It would be better if magnetic call receive/cut system developed instead of magnetic power on/off system because magnetic power on/off system takes time to reconnect and we have to go for receive call. Device switch system is too pathetic every time you need to go for connect. sound quality is really good.
48,1,Failed product,"So i ordered my first headset two days back and I am a person who uses YouTube extensively every day. I bought this OnePlus bullets wireless z bass edition earphones with lots of hope, the first 10minutes the headphone worked fine but right after that there was this crackling sound coming from the earphone which sounded like some static noise. Decided to return it back and got a replacement just half an hour before the time I am writing this review and again I am facing the same issue. Guess OnePlus failed to manufacture a reliable and result delivering product. I guess OnePlus must take this flaw as its not just me but several people have complained about this issue on the OnePlus forum too. I wish to return this one too as my main usage is for YouTube and this crackling sound is highly irritating while watching videos. PS: I AM NO EXPERT ON ONEPLUS TECH BUT THIS PRODUCT FROM ONE PLUS IS NOT ADVISABLE."
49,2,DO NOT BUY!,"works good with phone, always has bad distorted audio when connected to laptop or PC when contacted costumer care all they say is we cannot help it as it is only designed for mobile even when they havent mentioned it anywhere but says ""works with all the devices"" so even if it is not gonna work with other mobile other than oneplus they wont help even if the product is under warranty."
50,1,Pathetic experience with oneplus,Its stop functioning after 2 months of use that to again very infrequent usage. On top of that one plus service center in Pune not allowing more than 50 cases per day. I noticed a long queue outside of oneplus service center. This itself indicates poor product quality check for one plus.Sound quality is fine.
51,1,Doesn't last a year,"Product is average to good. Not the best.Battery life is superb. Call quality not so good. Other person can hear all the noises around, even what's far away on the streets. Audio quality is just okay. Fragile product though. I've bought 2 of these in 17-18 months. So clearly doesn't last for a year. Bluetooth pairing with OnePlus devices is fast!"
52,1,Disappointing transaction.,"Unfortunately I was supplied defective pieces in the original supply & the replacement & therefore cannot comment. I believe the brand is good but the supplier didn't have good intentions. I was perhaps supplied returns, leftover defective pieces. Just imagine that too from Appario Retail."
53,1,Product was diffective,"The item i received was working for 2-3 hrs and later the notification LED itslf was not blinking but when trying to charge, it was glowing. Anyway later the product was not functioning even i press and hold the power button for more than 20 seconds.While it was working, the following points are what I felt..Initially I was using Sennheiser CX 275s and the base & treble was equally very good.. the sound quality was pretty good and whenever needed the base was there.But in this earphones i felt like the base was more dominant regardless of what ever type of instrument used in the song..I felt the same with BOAT Rockers 255F also.."
54,4,Good quality sound with minor quirks,"Good sound quality and nice build quality.I really hoped it has button to switch between multiple devices which was there in normal edition which was discontinued.It's a bit annoying to manually disconnect from one device and connect from another again and again.Also, little bit sound leakage problem is there when used on high volume."
55,5,Best than most earbuds in the market.,"Real experience customer review- very Good in every aspect. Be it sound quality, durablity, mic voice quality on the other end, bass, battery is really good charge once and forget the whole day. By now i brought three of them. First got misplaced after 9 months of usage, so brought another one and two days later brought another for my brother. Its a really must have Bluetooth neckband as i have used three or four earbuds also prior this but after having its experience i am now sticking to it only.  Very light weight and very comfortable in the ears. Never gets out of the ears while running which was a great problem with the previously used earbuds. Completely Sweatproof. Connectivity is really good never gets disconnected and connect very quickly. Latency while playing BGMI is also minimal (really hard to notice). PERFECTION"
56,5,Very long lasting battery,I was bit hesitant on reading some of the reviews but have used other OnePlus products before so took the risk. Connects very quickly to mobile or laptop. Call quality is good. Audio and videos are played nicely.Intermittently disconnected from device (negative reviews):I read this for many users and was worried but this seems to be a nice feature provided that when in not use you can hang both earbuds around neck connected at the end. This disconnects earphones from device but puts earphones in hibernate. I quite liked this feature as this saves battery when you do not want to use earphones. So thumbs up from meDevices I use with:Mobile - Redmi Note 7Laptop - Lenovo Thinkpad
57,5,Great Premium Product,Pros1. Great sound effects2. Bass is great3. Bluetooth range is awesome4. Charging in 10 - 20mins lasts for 45hrsCons1. Didn't know that the device will not work when both the earpieces are attatched together(must mention that somewhere in the box)2. Did not come as a complementary with my Oneplus 8T device
58,5,Value for Money,"Best part of this product is , it gets charged upto 90% in really 10 min as they mentioned in product description which makes it very useful in case of low battery and you don't need to wait till hours to get it charged up again.And it is very flexible at neck side so there are very less possibilities to get it damaged because of rough use.Overall, Value for Money and go for such product which gives you such quality and durability"
59,1,Just like any other bluetooth product,"I am writing this review after using this product for 2 months.This product has nice sound quality and noise cancellation.But sometimes when i Connect to Laptop, it just shows connected to bluetooth but i cant hear other person while on call. Sound comes from system instead of bluetooth earphone. So i totally remove the device and add it again. It gets automatically disconnect and connect back.While i connect to zoom call on phone, if i disconnect the bluetooth by mistake and if i connect back, I can hear others but others cant hear my voice."
60,1,Waste of money no value for those people,Please don't buy guys it's very cheap headphones they selling are with thebrand names so discusting waste of money..necer buy please and I request you people are suffering to earn money and they want spend for onething to purchase they think so much but wat u people are doing taking advantage of that fear so sad plz be some humanity....y u cheating prolr by seeling low rang headphones to brand namev
61,5,One of the Best in class,"Pros: Very low latency, so it's a good one for gaming like Pubg Cod etc. Very quick charge, you can charge it for 10 min and still use it for the rest of the day or sometimes even more. For those who love to listen to music with boosted up bass, this earphone is perfect for you.Cons:  There are no cons for me as of now ,but I want to mention that if you don't like extra bass , then you might give it a second thought.Rest , it's one of the best I have used till now.Call Quality is great and also provides a good connection from a few distance.I ordered the black but received the blue, but it's fine . I am happy with my purchase"
62,5,Awesome Headphone!,"I wanted headphone for office calls, I tried multiple headphones but their mic quality was not up to the mark and I had to return themI was getting confused with some of the negative reviews for this headphone but finally bought this!I am extremely happy and I am enjoying it so much! I will surely recommend this, build quality, sound quality, mic quality, battery life everything is awesome!"
63,5,A perfect alternative for Boat Rockerz 255. Bass Bass,"A perfect alternative for Boat Rockerz 255. Bass BassLight weight.Main advantage is that when both earphones are stuck to each other it disconnects from phone and saves battery. But when these are separated, they reconnect to the phone within 2 seconds."
64,3,Bad microphone.,"The mic on this phone is one of the worst I’ve seen on a Bluetooth headphone. Though the quality of the voice is adequate however it is probably the worst choice for a phone call or an online meeting. The mic, instead of cancelling noise and focusing on the users voice, cancels the users voice and focuses on the noise. It’s a horrible experience for the listener on any call. OnePlus should focus on fixing this. It seems to be more of a software issue than hardware issue because otherwise the mic picks up the voice pretty clearly in a completely noise free environment (I mean not even fan noise because it attracts fan noise like anything)."
