,Review ratings,Review title,Review
32,5,Marvellous,Reading this after a long time and I'm equallythrilled as the first time.This is one book that I suggest for every kid for the sheer imagination it propels.
33,5,Bachpan,"Full of sympathetic characters, wildly imaginative situations, and countless exciting details, the first installment in the series assembles an unforgettable magical world and sets the stage for many high-stakes adventures to come."
34,5,Awesome,Font is good. The English is super easy for kids who want to enjoy their reading time. Cover is kind of matte finish. The overall quality of book is good. The comment box is too short for explaining the harry potter series. Everyone knows its one of the classics and always will be.
35,4,Fantastic,"A boy who lives with horrible relatives, went to magic school, earn good friends and stop evil to back his life, which threatened the school and boy's life. Isn't the story good???... Oh come on, that's the best fantasy novel I read ever."
36,5,Marvellous,This is a great product I would like to give it 5 stars .... Really worth it the book is in great condition and the cover and everything is very much good..... The illustrations the dialogues the writings everything is outstanding..... And If you have seen the movie then also you can buy it lot more things rather than the movie.... If you're thinking of buying it go for it....
37,4,The packaging was not interesting....,The book was in good condition when I received it packaging was not put it was wrapped in just simple polythene rapper so . It must be improved but no doubt the book was exceptional it is made for every kind of reader ...... If you do not love fiction then also this book will make  you fall in love with it ...Impress the cover was also in a fine condition. Delivery needs to be improved .......👍👍👍
38,5,Amazing one,"No damages, nice book and fast delivery too, such a wonderful novel, suits for all ages, if you start reading once you can't keep it aside, lots of interest, I'm so glad with the product, it's the first novel of the Harry Potter series and I just love the novel................"
39,3,Bad condition of the Hardcover :(,"From outside: I received the book in a bad condition ... Although its a new edition and launched this month only, but the book I received, looks like an old book ... It has got some scratches and looks very dull.From inside: Very nice! I ordered the Slytherin one ... happy to read about some Slytherin history.I would recommend to order only the paperback book because it's got exactly same contents as in the hardcover one."
40,5,Its an amazing book. All sorts of interesting things,"Guys, it’s an amazing book. All sorts of interesting things... I couldn't put it down. I was reading the book in my school van, and the one minute gap when a teacher goes and the next enters, and all the time. Everyone must read it.Also if you are buying this book, I would presume that you’re just going to start reading the series... please READ ALL THE BOOKS FIRST AND ONLY THEN watch the movies... because I don’t want you to spoil your imagination of the world of Harry PotterYou wouldn’t believe it... the books were so, so intriguing that I opened the book and closed it the first time when I was done reading it.... worth buying.... please read all books... Afterwards this, I recommend you all to start with the Percy Jackson series, followed by Heroes Of Olympus etc.."
41,5,Awesome book! A must-read,This book is outstanding and the first of the series Harry Potter. Once you get in this book you can't put it down and in a matter of fact your read much faster and never realise how fast you are reading. It's for all ages. One of the most exciting literary adventures of present day.
42,1,Good one,Entire book quality is good.. but didn't recieved bookmarks which is provided in flipkart......  amazon should look forward to it...... must read book for children...
43,4,An excellent start for reading harry Potter series,Just got it delivered today. Cover is so soft and gives a thrilling feeling of starting a new book. Just bit upset as there was no bookmark provided. My little cousin for whom I got this as a gift is very excited about starting reading harry Potter series.
44,5,Very good and interesting book.,Good for reading books.The only problem is that you cannot keep it down and I finished it in 4 hours itself very nice book.
45,5,Good,"Kids love it and helps them to improve their language by reading such books, also motivates their reading habit"
46,5,Awesome Book!,"Didn't expect a twist in the very first book! Now I know why everyone ( and now me, too) are crazy about Harry Potter! Worth a piece! Looking forward to next : The Chamber of Secrets!!!"
47,5,Harry Potter _ Love it,I think we all love reading Harry potter book and watching seriesI purchased this book for my nephew and he loved it.Must buy
48,4,A magical journey!,"Delayed reading thinking of not being for mature content. However, it is surprisingly good and mesmerising! Our potential is magic and that is the message book carries!"
49,5,One of the best novel I have ever read.....,Everything is nice book was in nice condition the content of the book itself is an amazing experience I must worn everyone that the book is really very addictive once you start reading it you can't let yourself away form it you just wanted to know more and more about wizarding world........
50,5,It's awesome,It is awesome and reading this made me a potterhead and now I think Harry Potter series is the best series in the  world. And I am longing to buy all the parts. Though I'll get my 'Harry Potter and the chamber of secrets' by tomorrow nine pm. Thank you J.K.Rowling for such a wonderful work
51,5,A big surprise inside!!,Loved it.  Hope it had a bookmark. As you can see in one☝ of the pictures I made a bookmark for myself itss not included in the book. Also didn't have illustrations. Had a Hogwarts map in it also fun facts about J. K Rowling which is not in the above pictures. Also there is a biiiiiig surprise at the end (not in the pictures)  also I gave a sneak peek of the first three pages. The first n second chapters are kinda boring. But the 3 rd chapters is where things start getting interesting
52,4,Very Interesting book,It was very interesting and enjoyable even if you have seen the movie this book has more to offer...loved it....thanks Amazon for prompt delivery..
53,5,Awesome,"I Bought Kindle Version Of Harry Potter And That Was Awesome, It's My First Time I Read Magical Book And I Feel Like That I Am Also A Hogward's Wizard 😅 It's Really Worth It To Buy...👌👌👌"
54,5,Nice,Too good for harry potter fans.when you read the book you find it more addictive than movie
55,5,Must read for kids..,"The book is light, paper quality is good.. And the story is excellent as all know.. I've watched the series and now started reading the books.. The movies matched with the narration mostly but reading the book is always a better experience.. My 10yr old loved the book n she completed it in two days.."
56,5,Five Stars,Thank you amazon for providing me such a nice book the paper quality was also good loved this book .By reading this book i feel that I am in hogwarts and i can feel the joy after reading this book
57,5,"Good quality books, I enjoyed it .",The cover of the and even the pages were of good quality. And the bookmarks provided with the books were really good and I really enjoyed it .I would recommend others also the same books.Thankyou.
58,5,Awesome product I ordered it and the next day it ...,Awesome productI ordered it and the next day it was dispatched and I got the book in just two days....Hats off to the delivery.....And the condition of book is very nice.....the cover is Matt finish and fine to touch...and the thickness of the paper is 👍🏻
59,5,Best series ever!,"Books of harry potter and the movies are way different although the storyline is same but there are so many things that are not in the movie but they are in the book, so if you have already watched all the movies I'd still recommend you to read the books."
60,5,Good but no pictures,Love for Harry Potter...Then get it... But it does not includes any type of pictures everywhere there are words only. If you are starting reading go for book with pictures but if you need to read only then get this one. Also quality of images is as per price.
61,5,"Spectacular, awesome, great...",It is awesome! The best book I have ever read... Till now because there are 6 more books left to read. Harry Potter series is the best series. The books are better than movies... A must read.
62,5,too good to be forgotten,i seen the movie  and i loved the tunei read this book in2016 and have the whole seriestime would just pass by when you read the harry potter and his adventures and my request is to release some new book by jk Rowling
63,5,One of the best Intro Book!,"This is not just an intro book for the Potterverse, it can easily be a standalone too."
64,5,Philosopher's Stone....,Epic beginning of Harry Potter series...Story of a boy who lived....Potterhead love it....
65,5,Best fantasy book ever,This is a great fantasy book for everyone. When my child read the book he didn't want to eat dinner. He just kept reading the book till 1am.that means its just like the movie. When I read this book I thought I have went inside the fantasy world !
66,5,Harry Potter,I must say that Harry Potter series is just spellbinding.... If you once start reading you can't convince yourself to stop... The product was awesome and timely delivery 👍👍 price is also cheaper than what the bookshops cost you
67,5,Nice!,Nice!Kids enjoyed reading for a while.Did not read myself.
68,5,Harry Potter lover,This book is amazing and I love to read books of  Harry Potter. It has a great vocabulary and the most interesting part is that it is the most best-selling book. Seriously I would recommend this book to all the buyers who are still in doubt of buying this book or not.
69,5,Nothing to say bout Harry Potter. MUST BUY,"About the book, it's fantastic...Everybody knows the story if you've watched the movies but reading has its own pleasure....so go for it.About other things....The delivery was fast and the book was in a nice condition."
70,5,"Welcome to Hogwarts, the world of Wizardry","If you are a true fan of Harry Potter movies, then you must read the books. These are the books you should'nt miss. One of the greatest novel ever written, even a beginner could understand the novel. I am a 13 year old, and i really enjoyed the book."
71,5,This book is so awsome and fantastic and easy to read i am 13 years old ...,This book is so awsome and fantastic and easy to read i am 13 years old kid i thought it is very difficult to read but it was so easy that 10 year old can also read it thanks J.K rowely
72,5,A must read,An absolute Masterpiece by J.K Rowling.This is a must read if your a booklover and a potterhead.The book was not damaged at all no pages were missing and the book was completely real.Although i dint got a bookmark it was fine. 5 stars from me.
73,5,Gooooo for it,From a long time..i want 2 purchase it...nice book for ur teeneger child
74,5,Fine Product!!,"We literally loved this product. There wasn't any problem in delivery. This's finest product. Though, according to me this product is great.Hope You Like This.."
75,5,Just buy it,Before this i always thought harry potter books to be dull and boring but i was totally wrong . These books are so interesting that it is nearly impossible to keep your self away grom reading itIt is really addictive!!
76,5,Good,It came on time. Good book
77,5,That's suitable for All ages,This book is wonderful. Full of adventure with Harry Potter and his friends Hermione granger and Ronald weasley in the castle of Hogwarts. Suitable for all ages . Just go for the book blindly. When I got the book that's in very good condition.
78,5,Absolutely Woowww,Such a great book to read.who said Harry Potter is only for children.I never watched the Harry Potter movies.The book seemed to be engaging throughout and the twists and turns were mailed by the author.Worth buying!
79,5,still awestruck,Read this book 10 yrs ago and ordered this for my lil sis who is exactly of the same age rite now when i read it first. I was so overwhelmed to see it again. It was like childhood was back. The product was in perfect condition. Arrived early. I could feel the magic again
80,5,Must read,Nice
81,5,A good book everyone should read it,This book is a very nice book but the only fault in it is that u can't put it down .It was delivered to me in a good condition so no problem in the delivery
82,5,Great book . Worth reading it.,"Great book. Very adventurous. There are a lot of twists,that worth reading it."
83,5,Total value for money.,"The cover and print is amazing. Binding is strong and intzar. Loved the paper quality and the book is just fantastic. Got it really cheap, great deal. Delivery was on time and the book is totally worth the wait and money."
84,5,Great Book!,"Nice book, the cover is very soft..Arrived in good condition."
85,4,Beautifully Adventurous,Perfect read for all ages. It was a birthday present for my son. He loved it. J.K.Rowling and her words mesmerise us everytime.
86,5,The story of the boy who lived starts here....,"Super and awesome book. After reading it, I became a potter fan. It is about a boy named  Harry Potter who was living with his aunt and uncle in Privet Drive. One day he receives an envelope from a wizarding school and the story begins of the boy who lived......  You can't shut up the book while you start reading it."
87,5,Re-read,Reading Harry Potter and studying the world is an entirely different thingWhat makes the story so great is the way it is written and I will soon post elaborate notes on the blog for this.
88,4,Blade cut on cover,There was a deep cut on the cover of the book.  We had ordered this book for our daughter.  She was very disappointed to see the cut which went through the cover and first page of the book.  To us it seemed to be a deliberate act.
89,5,The best paper quality a storybook can ever have,"I completely am in love with this story. The story is Extraordinary. This is so addictive for kids and adults. It's a great book, 10/ 10 recommended. 😊💖💖👍👍👍👍👍👌👌👌👏👏👏"
90,5,Amazing product,Really amazingThe condition of the book is awesomeThe cover is also fab
91,4,Exciting.,A beginning of an Enorminous Era. The Author did a good job in introducing the readers to the whole new World.
92,5,Amazing quality,Absolutely loved the product. It's a fantastic read and the book is of great quality. Value for money and a great gifting option.
93,4,Harry potter (1),Harry potter and the philosopher's stone is a very nice and  interesting book which was written by J.K.Rowling who is a famous author. It is a very different story and there are 7 series including this book.
94,5,Please Share Bookmark with the readers..,"Everytime,the Amazon do not give bookmark with the books.. This is too much... Please kindly consider it..."
95,5,Great book,Great book from j.k. Rowling I know we can see the movie but when you read a book you imagine  and there is on line of imagination so I fell book is beter
96,5,I was too poor to read it when i was a kid.,Always hated people who used to flaunt their wizard knowledge and how HP was their favourite thing growing up. This started as a way just to get back at them but I’m starting to like it.
97,5,Magical,"This is my first Harry Potter book and it's so amazing, magical and interesting. I just love it!  So much to read! Wonderful!  Very good quality and nice printed words, thank you Amazon!"
98,5,The BEST!!,Awesome!The only and only thing wrong with the book is that you can't keep it down before it finishes
99,5,Great!!,Great packaging!!Great story!!
100,5,JK ROWLING,I used this product for reading. This book is so good I think everybody should read this series . when I read it’s first part I immediately purchased the second one😄😄 if I will get time I will read it once again
101,5,Good buy,It was the same cover as shown and quality of the pages is good too. I am glad I found this for my niece.Also I was glad to be able to promote new enterprise.
102,5,It was very in very good,Got the book in a very good condition. And as always nothing to say about Harry Potter series. This is the first part and the printing is very clear. Liked the book very much. And got the book at the very time it was estimated to be delivered today.
103,5,Very good ending,It's very interesting and has a good climax.It is full of suspense.It is a fantastic book that will keep you attracted for a long time.It has a very good ending.
104,5,Genuine product,Nice purchase..recently in perfect condition
105,5,Nice,Brought  for my son.....he enjoyed
106,5,The perfect start to an adventure,Vivid imagination and the wonderful skill of story telling which only improved with every book she wrote. Thank God she decided to start writing…
107,4,Books contain a lot of information than movies,Harry potter books are really amazing to read at any age ..they really make you feel very enthusiastic...you may only understand if you read and watch the movie but book contains a lot of information
108,5,Buy it.. It's original,Original copy received. Paper quality and texture is great for an amazing reading experience. And you know it it's harry potter it is brilliant.
109,5,Good buy.,What you want is what you get.. good discount price.
110,5,Awesome fantasy,There is nothing to say about Harry Potter. It's simply amazing.
111,5,Treasure,This is a classic how can someone not like Harry Potter I re-read it but it still impressed me I love this book definitely a treasure for book lover
112,5,I like it.,Very interesting. I enjoying this vacation with Haary.
113,5,Beautiful cover,Cover is beautiful. I had read it on Kindle but the paperback is definitely better & there are some subtle differences.
114,5,Magical,My daughter is now a fullon potterhead after reading this book
115,4,Price matters too,All's well but considering paper n binding the price could be slightly less than Rs 355.
116,5,Mind blowing,"I love this story! Even if you have watched the film, you should go for it. The book is far more detailed."
117,5,""" J.K Rowling is the best writer ""","I love this book , I have have saw the movie but I want to read the book because it is more interesting than a movie and has made by cutting many screams"
118,5,Very cool book.,"Very cool book. Arrived in a very good condition and fast delivery. I loved the way how J. K Rowling has written the book. Interesting story,  spicy twists and sweet end. Musst read."
119,5,amazing book very intresting to read,I love to read this book actually harry potter books contain more info than their movies kinda good. Size is also perfect and it also contains more than 250 pages. SATISFIED WITH THE PRODUCT.
120,5,Superb!,My son also enjoyed resdinv
121,5,Straight From Hogwarts.,Looks like the book came straight from Hogwarts...!!! Loved the quality of book. The quality of cover is the best. I'd you want to you should totally buy it on Amazon.
122,5,Do buy,Harry Potter FAN.  Book is good. Detailing is superb
123,5,One of Best book ever to read for hp fans,The book was very intresting and I think so there is one thing missing in the book there are no images in the whole book . As for a kids images is also an important element . But otherwise everything is more than expected .
124,5,👍👍👍👍,Five stars for the reason that it is so precisely detailed as compared with the movie.Definitely go for it without any doubt.👍👍
125,1,One Star,Please don't purchase because it is a duplicate or zeroxed book
126,5,"100% guaranteed , you'll love it","I advice you to not to order this book , instead order the complete series because if you start reading this or any other harry potter you cannot think of leaving it until you read the whole series.The best series I have I ever read in my life."
127,5,Too good,This book is too good to be true. I felt like I was there with the characters whilst reading. She holds so much talent. Truly an amazing writer she is!
128,5,My experience,It's a very good book..... Delivery was fabulous..... Just within 3 days of purchase....Best sellerThanks to Amazon
129,5,Splendid,The book is very much intresting to read. My daughter loves these book collection. Must read for everyone.
130,5,Interesting,Bought it for my 9 year old daughter. She loved it
131,2,Not the original,Some printing mistakes
132,4,NICE BOOK,The was delivered all fit and fine without any stains on pages or torn out edges. It's  brand new book. Should surely consider buying hardcover over paperback
133,5,Very product and fast delivery,Overall product is very goodI am a harry potter fans so very nice bookBut packing can be betterI got the product within in 20hrsAwesome make packing better 🙂I will give five star as a Harry Potter Fan.
134,5,My kid loved it,Who doesn't like Harry Potter.
135,1,One Star,It seems like a duplicate book. Printing is of bad quality front cover is of bad quality.
136,5,Best for leisure,Nice book.. great quality.. no damage anywhere.  Thanks Amazon
137,5,Worth it...,This is a good quality product for the money... The quality of book is good and it's worth spending... I'm happy
138,5,My favourite,Definitely recommend to buy this my mind is blown in how good condition I received it.loved it.Thank you Amazon.😃😃😃
139,5,My daughter was very Happy and she loves harry siries,My daughter keep Very interesting to love to read this book
140,5,My patronus is a sloth,"Before JK Rowling lost the plot, she found this plot. Best series to start for pre-teens who might not like books."
141,5,Who dznt live hp?,I lovvve harry potter books
142,5,All-time best,Addicted to Harry Potter series.. Loving to repeat read this book for the 5th time even after about 10 yrs..
143,5,Super quality book,Superb quality and worth of money.I bought philosopher's stone and chamber of secrets for just rs.630.
144,5,Five Stars,I loved this book.love it a lot.I think its the best book ever I had read
145,5,Its AWESOME!!!!!!,I really like this book .This book is full of witchcraft and wizardry.....I am gonna buy the full set of books and READ and READ.....THANKS AMAZON.....
146,5,best for freshers,"it wont let you off from reading , fantastic story in very easy words .if you are a freasher in reading novels then this book is recommended a lot , go for it...."
147,5,Amazing!,AwesomeI 💙 Harry Potter booksReceived it in a great condition
148,5,Good,Good must read.
149,5,excellent,superb quality
150,5,VERY GOOD BOOK FOR YOUNG READERS,"I had presented this book to my sister,who loved this book very much.It was delivered soon.The story itself is a great one."
