,Review ratings,Review title,Review
28,4,Value for money with a Brand trust of godrej,i bought it in deal of the day 399/-  its worth every single penny if you have used similar bats i must say its durable light weight and have a blue led light in it which is cool.pros:-1.Best according to price and spending so much money on allout and goodnight rifills.2.light weight easy to wave & quick move.3. Powerful bat works with immediate effects.4. they claim it will work for a week on charge thats not true but depends on usages i will say it will last for at least 4 days in 1.5 hours of continues use every day.Cons:- 1.not wired charge so you have to plug the whole bat on plugboard.2.the net is not that huge but sufficient one.Final verdict:-Overall its a good quality  well priced product rather then choosing local products you can have good quality branded product so i would highly recommend this one.Please hit like if my review helped you to make a choice.Thanks.
29,1,Useless Product even worse than the unbraided ones available in market,Except for sturdiness all other things are extremely poor. I bought this about a month back...it worked fine during first 5-6 days only...thereafter it started working randomly...killing sometimes and missing most of the times....at first I thought that the battery might be drained...but even after charging similar behaviour was observed....one day I put this for charging whole night....but still the same response....and now within a month it is totally gone....i suggest the unbranded one available in market which is almost half the price are better than this.....a really poor and useless product by such a good company...
30,5,Instant kill mosquito bat !,"Highly recommended for homes with troubling mosquito and other bitting flies .Features :Instant kill - kills the mosquito Instantly as compared to other street items which just make them unconscious for few minutes but won't die . This racket kills the very next moment .Handy grip - Firm grip like Long tennis batUnique design - With wider area coverage the bat can cover max area in the room to kill the little onesDisco lights - Lights gives more focus on areas undiscovered and helps to kill the mosquitos . The light is helpful at night when there is darkness .Affordable - The price is affordable and it's better not to buy 2-3 times street product  , buy stready product ones which has long life .Battery - Battery life is good and can stretch longer than normal .Efficient - Very efficient in terminating any outdoor flies and keep house safe ."
31,1,Not at all sturdy or fall resistant! Stopped working after it fell down from the kitchen counter!!,"Durability and sturdiness is extremely poor, not even three weeks since I bought this product and it stopped working as soon as it fell down from the kitchen counter top! Previously I had the Hunter brand it functioned well for nearly 4 yrs without any problem! Hence I would say this brand is a waste of money!Also on a different note, it’s too loud while killing the mosquitoes… the question is does it really have to zap so many times ans intense to kill them..!!Extremely disappointed about the sturdiness!"
32,4,"It works, can't say about durability","I have already purchased local mosquito zappers from local market. They don't seem to last long. I paid 250/- for local bats in 2016. So the price seems reasonable. Those lasted for 3-4 months only.The spark of Hit zapper seems little weaker. The local bats while new had stronger sparks. Some mosquitoes in new Hit bat burns instead of flashed off which indicate weaker spark. The blue LED seems useless, however you can use it as a torch when you have nothing around. Due to blue colour visibility is poor. But in total darkness blue light attracts mosquitoes so it can be used to kill mosquitoes inside mosquito curtain at night."
33,1,"HIT Anti Mosquito Racquet has battery life or performance issue, very poor only 10 minutes",After charging it around 3-4 hours It work only 10-13 minutes. Battery 🔋 life or performance is very low and poor. I am regular Amazon product buyer/customer and I'm disappointment with this product. I don't know this issue with my product or all HIT Anti Mosquito Racquet has same issue. I will strongly recommend to DO NOT BUY this product untill company fix battery problem. I don't know WHY THIS PRODUCT LISTED IN AMAZON BEST CHOICE/ RECOMMEND LIST?  Totally money lost
34,2,Not a quality product,Stopped working in less than 2 months.Worked well initially for a month then after a month it's mesh was not getting charged well and thus not killing mosquitoes later while trying to charge it got shot circuited and became useless in less than two months time.Going ahead with buying some other brand.
35,1,Didn't even last 6 months. Warranty is a gimmick,The product was hardly used for a month overall across 6 months and it stopped working.  Local racquets works way longer than this garbage of a brand. Moreover I called hit warranty team to claim warranty ti which they said they would replace. But 6weeks later I understood warranty is a sham. Basically it's a worthless product. Better buy a local mosquito racquet from local store.
36,4,Good strong shock. Blue led Light not very effective,"It works well. If you are on the hunt it is very useful. But if you spot a mosquito it takes some skill to pickup the racquet from where it is and switch it on and then shift the thumb to the other switch to zap without loosing the mosquito. The only useless option in my opinion is the blue LED light, it doesn't seem to let you spot the mosquito as it shines up not in front. Picture attached so you can make your own deduction.Overall it serves it's purpose. Good strong shock. I don't know yet about battery life and durability as it is one week since I have it."
37,4,Surprisingly well built made in india,"The product page says it's made in China. Ordered this as i couldn't find any other decent product (Hunter brand is somewhat close. But their output volt is somewhat less to kill a mosquito). When i received this its package said it's made in india and it is embossed on the racquet alsoComing to the effectiveness, it does it's job. And it's sturdy. After full charge, used for 3 days (close to 2 to 3 hours every day) and the rechargeable battery still has power.Pricey when compared to its Chinese rivals and a li-ion battery could have been better.Please register the product within 10 days of purchasing for warrantyIf you want a sturdy racquet and are particular about made in india product, your search should end hereNote : the first 2 pieces i received had some manufacturing defect. Replaced them with the new ones and the experience was hassle free"
38,1,"Requesting people,  not to buy!","If you have any sort of affection for well being of your fingers, please, absolutely DO NOT buy this product. I bought it thinking at least this is a brand stamped, but alas! I wish I wouldn't have bought this. The racquet is sturdy, well built, kills mosquitoes; but the selector switch is absolutely horrible to the point that anyone will regret buying this. You simply can't move the sliding switch to select on/off modes. It's unbelievably hard. After ruining my nails, I am now using a cloth to try sliding this switch, and yet I am unsuccessful. Now contemplating leaving it as it is although it's a hazard.My ardent request, please DO NOT buy this product."
39,4,Performance of the product is good,"Performance of the product is goodJust because of the reason that this comes from a brand like ""HIT"", I purchased this product and to my knowledge this is working well as of today.Only issue that I observed is, the charging light which appears when you connect to charge the product would never turn to green irrespective of the fact that how many number of hours you keep it for charging and you would never know whether its completely charged or not.You can go ahead and buy this product with no secondary thought.HAPPY BUYING !!!"
40,1,"Worst Product, Not even working for 1 Month, fake claim procedure","After 1 month it stopped working completely. As per instructions i have applied for claim twice as it is under warranty. But every time I got msg that ""Dear Customer, you have successfully initiated a warranty claim on your HIT Anti Mosquito Racquet. Our team will be in touch with you shortly."" And they have not answering calls as well. It's really pathetic, pls do not buy this product."
41,1,Don’t go for it.,"After two weeks of using the bat it stopped working. And already registered in godrej website for replacement on the day i bought this product. Have called multiple times to godrej customer care but they are not responding to me on call support , when i dropped a mail they reverted that they don’t enough supply to replace my item as they are out of stock . I wonder how this particular item is available for new customers to buy . @godrej bad service"
42,3,It gets the work done as promised in the description. LED light does not serve any purpose.,"First of all this a product manufactured in China. It has been rebranded by Godrej to be sold in India under their brand. I am not sure why even such a simple product cant be manufactured in India. Hope Godrej takes note of this.The product looks as shown in the picture. From the durability and usability point of view, it is same as any mosquito bat that you get in the market. The plastic with which this bat is made looks glossy and stiff. I feel the charging port is  a bit finicky and you might struggle a bit to get the charging pins in and out of the bat. There is a Blue LED light provided in the bat. This is simply a gimmicky feature and does not really serve any purpose. This LED light is simply useless. Because of the blue light, the visibility is also not great compared to a white light.There is a caution on the bat which reads like this - ""Do not turn the device on while charging. This avoids short circuit and damage to the internal components. While charging, do not touch the outer layer of net for safety"". I am an electronics engineer and I can tell for sure that such things can be taken care at the time of designing the bat. Instead they focused more on providing some useless features which no one uses. I sincerely hope that they come up with better design solutions.In my opinion, you can still get a bat from the general market for Rs.100/- and you will still be able to get the intended work done. There is nothing drastically special about this product except that it is from Godrej and that it gets manufactured in China."
43,5,Works very well,Much better than the ones available at a nearby shop...especially at 350 when others cost min 500. First charge for 3 hrs. That's enough. Register ur product at the website mentioned.
44,5,Amazing product,"I am absolutely in love with this. Due to the rainy weather, the number of mosquitoes had gone up drastically and we needed a good mosquito racquet to even survive. This definitely served the purpose. It's very consistent and the electricity immediately kills the mosquitoes. The battery life is also amazing. I'm not sure what purpose the blue light serves. I think white light would be better but I probably think like this because i'm not used to blue light. Overall, best mosquito racquet. Definitely buy it if you're searching for one. We bought two of them and both of them are working perfectly even after over a month of continued use. MUST BUY."
45,5,The best out there to be very honest .,The best out there to be honestThere is not much of variety and choices to choose from in mosquito swattersBut this one is best out thereIt's made with sturdy ABS plasticBattery life is pretty good and the amount of voltage is really high so that mosquito dies in single touchI've tried killing house flies aswell cause why notIt worked very perfectly there aswell .Go for it if you want something to last long.
46,4,Check before using,The first bat I received was original. It was nice - heavy and exactly as shown in pics. The second one that I got today was fake. It is like a 200 rs bat all plastic . No blue indicators or lights. Poor finishing. Had yashica written upon it though there was a stocker of HIT.I immediately raised my concern to amazon team for the fake product. Returning the fake and hoping that they will send the original HIT racquet this time.The original is as shown in pics in product. So be careful. 5 star rating when I get the desired product.
47,5,Highly recommended!,"Very good product and awesome service.I'm writing this after 4 months of use.It has a long battery life, we use it daily for 30 min and battery still works after a week of use.Do make sure you cahrge it for 3-4 hours at one go.It has bigger mesh than others and therefore kills more mosquitoes.I had issue with one racquet wherein power led light stopped working however racquet itself was working, I calimed warrenty at thier site and my racquet got replaced in 5 days.Highly recommended product!"
48,2,Poor way of selling the product,"Hopefully product should be good , shocking is putting a sticker of very poor quality , I tried my best to clean but the sticker paste is not going. Surprised a brand like HIT  isn't it supposed to check on the basic stuff."
49,5,"At last, a branded one in this product.....","I was impressed by the branded mosquito racket after using many unbranded china makes earlier, though some of them lasted well over a year. The build looks far better than the cheap china makes, which we get for more or less the same price. There is a blue light which can be switched optionally, might attract mosquitoes....which is an added advantage point. Apart from that, warranty and branded product. Effectiveness, tried to kill few, it was fine. Guess, you can trust the name of godrej and go for it. BTW, this is also made in china only. In any case, these rackets stops working if they are dropped on the ground deliberately/accidentally. This one have not tried....so no idea on that side..."
50,3,Seller sent a returned package,"The bat I was sent was a used one. The box seal was broken and was held together with cellotape. After unboxing I understood why the bat must have been returned by the previous customer. Two wires of the net was touching each other for which it was continuously discharging. I poked it with a pointed knife to seperate the wires after which it is working normally. But the bat has scratches here and there, and gum of a removed cellotape which must have sealed the switch when it was new are proof enough I was sent an used product.About the product: It is too heavy for old people to use with their wrists."
51,1,Defective,Product worked well for first 2-3 months. Even after charging for 8 hours I cannot use it for more than 20 min. Now after use of 4 months it is of no use for me. I didn't notice at the time of purchase that it is Chinese product.
52,1,"Stopped working, indicator led lits up but the racket doesn't work.","The racket stopped working after 2 weeks all of a sudden. The blue LED and RED indicator also lits up when button is pressed, however the racket doesn't work and mosquitos just fly past the net. Even a 150 rs racket from local market works better. This racket is way to expensive and is not very different than the rackets available in your local market shops. Don't waste your money, go get it form a local vendor and it will last easily for couple of years."
53,1,Used product delivered,Used product delivered twice . Second time there was a dead mosquito already present . Looks like it’s a free item with the bat !First one was having a dead battery which never got charged . Best product !!
54,1,The stick tape ruined my product! Horrible product,"Product seems handy and nice, but the stick tape totally ruined the product.  The stick tape was stuck on the main button as a protective covering.  While peeling it off during the first use, it did not come out easily and it corroded the plastic horribly.Anyways, going to use it and wait how it overall functions.Update: Horrible product usage wise.Does not charge up well.  Mosquitoes do not die in the first attempt.  Most strings do not work."
55,2,A hit and miss product.,"Not a good product compared to Rock light that have been using for some time now. A bad purchase I must say, not that effective though sturdy, very unclear when it is efficient enough to kill mosquitoes or small flies. Even after charging for sufficient time say 6-8 hours with off mode, does not give confidence when mosquitoes just bypass the charged barricade fence without short circuiting them."
56,1,Bad quality died in 3 months,Design vise it looks great.. at beginning it was working well.. seems to be a true godrej product.. but steady it started giving less battery backup and one day it stopped completely it's not turning on even after charging it for days.. so it seems to be a trap please don't fall for this. I can't say it's a fake godrej product built quality and all seems to be up to the mark.. but what's the use if it's not doing what it has to..
57,1,Rating is 0,1. Barely a week into use the racket stopped working2. Customer care & warranty service remains unreachable3. There’s no response from emails sent to customer support for warranty claims4. Repair at local person costs additional 200 bucks. Don’t fall for this costly product.Just buy a cheaper one for use & throw
58,5,Quality product,"Good built quality. Working fine so far. Product came with extremely well packing.The question is how long it will last, since most of the rackets stops working within 3-4 months without any reason. Also customer support is always poor for such products so how to avail the warranty is another question."
59,1,Product faulty within weeks of usage,"Like others I too went with the brand name of Godrej, and was fooled. The product became faulty within few weeks of usage. Now totally useless. The quality of the material is also substandard. The plastic body looks cheap. Initially for the first few days the bat was good to catch mosquitoes. I don't know how a branded house like Godrej could come up with a sub standard item. Contacted Godrej customer service but of no use."
60,1,"Don't Buy, Stopped working after 6 months. Better buy a roadside cheap one that'll last longer.",The device is charging but not killing mosquitoes anymore. the company too knows it won't last long so they only give you 6 months warranty. I had a road side Racquet which lasted longer and was half the price of this one. Also the batter it comes with is also very cheap. There's no quality control over all.
61,2,Not worth buying,"Been using it for well over a month now. The battery life is substantially better than the previous local brand I had purchased last year.UPDATED after almost 8 months of use -It worked fine during the first season after purchase, so much so that I had rated it 5-star. But after taking it out for use again this season I've found that its battery is not retaining any charge even after remaining plugged in for almost 24 hours. The warranty is only for 6 months, which is over now.I had decided to purchase a good, branded product even if it was more expensive, but the logical thing to do seems to be to purchase a cheaper, unbranded one each year that I don't expect to last more than one season."
62,5,Functioning well,"I have been using it for only two weeks so it is too early to comment on the long-term performance. But I have been satisfied so far. ▪️Battery- I have charged it only once since it arrived.▪️Design- The make has all the appearance of sturdiness one can expect in this object. I like the design; it can easily rest on its base in any corner without repeatedly falling (unlike my previous racquet which was actually round like a badminton racquet and wouldn’t stand erect).▪️Function- It kills mosquitoes and other insects with a loud snap which is reassuring and confirmatory (sounds cruel but that is what I bought it for). It is easy to use (like all racquets).So far, so good. Rest time will tell."
63,5,"Sturdy, Long battery life , very effective mosquito killer","This is the best mosquito racquet one can buy. Long lasting battery life, very effective mosquito trap.I have bought two for my home. First one was bought in 2018 (which is now two years) and the build quality is amazing.This raquet at my home has gone through falls on floor many times and hit with hard surfaces like walls and solid wood edges.But it doesn't dies with time.People go with normal raquets worth 100 or 200 rupees but ultimately they tend to buy them multiple times when the item becomes non-functional after rough usage.It's better to invest in something like this and be assured."
64,5,Sturdy and Good Battery.. (edit: stopped working) > (Update: Got Replacement through warranty),"I charge it once every two days and it works fine, the ""pop"" is very satisfying  to hear.The UV/ Blue light doesn't seem to do anything, mosquitoes don't seem to fall for that gimmick, other than that. the material is strong (which is it's main quality). Dropped it several times and it still functions as new.The earlier reviewers said that the buttons are falling apart, I haven't faced it yet, and even if it does, nothing a ₹5 feviquick can't fix.Edit: After 2 months, the racquet stopped working..Have raised a warranty claim, will y'all updated.Update: The warranty claim was approved and a brand new racquet was delivered.Thanks Godrej."
65,1,Worst product,This is one of the worst products available in Amazon. Please don’t buy seeing the brand name HIT/ Godrej as it didn’t last for even 2 months. It worked fine initially and suddenly it’s battery stopped draining. After a full charge it started draining completely in 10mins. Then in another couple of days it just stopped charging. Thrown to dustbin. Waste of money and an unwanted plastic garbage.
66,1,Same as the made in China ones! Avoid!,"The first one I got worked for 1 day after which the charging pins got stuck and would not retract inside.I opted for a replacement (why!) and was promptly sent another one which came in a squashed box, scratches, no protector tape on the power button and was DEAD ON ARRIVAL!Please go to the market and buy a cheap local one, at least if it stops working you don't get disappointed.GODREJ/ALL OUT, WHAT IS GOING ON WITH YOUR COMPANY?"
67,1,Within two weeks it is short circuited. I request warranty and replacement,Worked for one week. Within 2nd week it short circuited and not working. During second week it has developed short circuit and sparkling.  I have reported the problem. No response from amazon.in.  I do hereby invoke warranty claim and request you to replace the item.
68,5,Very useful with pesky mosquitoes around,Very good product.Finish is smooth.Mosquitoes get killed in 2-3 sparks. Be sure to trap the mosquito as they tend to escape with a single spark.Very little charging is required as the battery retains the charge for a long time.It is better than exposing yourself to the fumes of anti mosquito sprays and chemical evaporating devices.The racket is effective both inside and outside and a very handy product.
69,1,Defective Unit delieverd,"my Sister had ordered the same bat one year back and it was working fine till now and finally gave up, so i placed a New Order, but a Defective Unit was delivered and looks like it was already used by someone else before sending to me, Very Disappointed"
70,4,So far so good !,"The racket is quite sturdy than any of the Chinese made one. The difference is visible and can be felt. It works quite effectively. The blue light emitted serves dual purpose of visibility in dark as well as attraction of the flys / Mosquitos (though not a very effective idea) it's been over 45 days of use, it's working fine. Will leave an edit in case of trouble. However the 6 months warranty inclusion is a bonus. It is from the Indian stable of Godrej, so you can expect a bit of decent quality for the price."
71,1,Not the best,Used it for less than a month and charger led not showing and does not work properlyIt kills all insects but durability is not adequate for this price. I suggest Hunter bcoz I used it for so many years and it works fine I thought this would replace my Hunter bat but it does not fulfill my wishes as a customer
72,1,Battery does not last for even 20 minutes,"I have registered for the warranty soon after receipt of the item.  When I started using after charging, I found the battery was draining very fast and now it has dropped to less than 10 minutes. My email to  Godrej Customer care has not been responded at all.Nagaraja P S"
73,1,Dont buy..Bad Product Bad Battery Life,"Very Bad product DONT BUY THIS AGAIN and burn ur fingers..bought this by seeing the name Godrej and Amazon.Bought un Feb2021 and got repaired in 4th February(.Problem, BATTERY ISSUES..Getting charged  but not working).Return window was also  closed ..To claim warranty..unable to reach Compnay customer care..After buying products from Amazon past 4 to 5 years.Called Amazon and they simply rejected my request saying return endow was closed...Feel very BAD because of this product...Now really I don't know to whom I should address the issue like this ..My TRUST on AMZON always high...now it made me to think to revise.RgdsKannan -A badly affected customer.."
74,5,Best Mosquito Bat with Warranty - Top Quality and Instant Mosquito Kill,"Top quality mosquito bat in the market. If you are looking for a mosquito bat, then this is the product you need. The bat comes with a nice packaging and you can tell about the quality with first look at the product. The registration process for warranty was also very easy. Sturdy design, instant mosquito kill, great battery life with warranty makes this product the best in the market."
75,5,Blood saver!,"This one's a life saver or should i say blood saver. This is our second purchase since the charging plug of the first one got damaged after a fall. It is sturdy and would it be weird to say that it looks good. The charge stays for around a month (depending on usage). Should ensure that it is not switched on while being plugged in for long periods. It also has a pretty blue light which we sparingly use but just putting it out there. Does what it is supposed to do (zap those mosquitos). Perfect your aim and it takes care of the rest :) So wish there was a permanent solution to mosquitos in our country. For now, this paired up with a mosquito net is helping!Click on the 'Helpful' link below if you found this review helpful! :)"
76,5,"You can read MY views, it should help clear your doubts.","ive been hit with it once by my sister(ofc during a fight, and note that I was hit at full speed) and it still works perfectly.(quite sturd you see).Battery would seem not that good because it only lasts about 6-7hrs ig however you aren't using like a phone, man you merely need to use it any more than 40mins max to max and considering this your racquet would work efficiently for 5-7days, amount of days it would last depends on the usage of per day. but umm, it takes 6-7hrs to be fully charge which some of you may think of as a minus point but hey it's fine, you're getting affordable price, recognised brand and also warranty period.you can go for it, it was the best among the  others that i could find.man no photos, it looks exactly the same as they attached in product detail. oh also, size is less than that of a badminton racket but slightly, just slightly bigger(or taller) than tennis racket. Speaking about size,Its mass(yeah 'mass', science my man science) is okayish. Bought a couple of months ago and still is working.kay, see ya!"
77,5,Not worth  product,"Update: Recieved the replacement now stating delay due to lockddowns definitely worth it!!Update: The bat went off in 6 Months, raised a complaint in waranty, no  one has attended nor replaced.Better to buy bats from local shops which costs half the price and work for atleast 1 yr, opened to see the battery suprised to see a cheaper one which doesnt cost more than  50 .Bat is good, however I feel buttons sliding could be easy one for power on one for lighting. Battery back up too is good"
78,3,Non Standard Product.,"I purchased this product 4 Nos on 20/10/2019. Out of 4 Nos since 1 week 2 nos are not working at all. Battery life is good but it is not looking like heavy duty item and the material (plastic) used is not upto standards of a company like Hit. As far as durability is concerned with in 2 months of time, they are not working. I think you have given me a 6 months guarantee period for this product. Kindly arrange to take back or inform me where to send for exchange or replacement for these 2 nos which are not working at all."
79,2,Mosquito Racket from Hit not so efficient.,"Battery life🔋 is an issue as after charging for whole it is giving the backup of 15minutes.This review is based on uses around 15days, bought this product on the name of Hit but now where to go for the solution please guide me as the return date expired just two days back."
80,1,Local racquets are better than this.,Battery life after few months dropped significantly and it’s very poor cause it’s most important part of the product.Plastic quality is ok and net quality is ok.Product become useless after battery life span end.LED light is totally useless.
